Field1,Field2,Field3,Field4,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20
Dec-20,Dec-21,YTD 2020,YTD 2021,,Franklin Delano Roosevelt MEM,"74,635","136,178","61,543","1,010,986","2,022,050","1,011,064", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Frederick Douglass NHS,0,55,55,"10,969","1,807","-9,162", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Frederick Law Olmsted NHS,100,62,-38,"2,570","4,300","1,730", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Fredericksburg & Spotsylvania NMP,"54,276","75,174","20,898","838,835","756,706","-82,129", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Friendship Hill NHS,986,986,0,"19,462","17,349","-2,113", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Gates of the Arctic NP & PRES,0,0,0,"2,872","7,333","4,461", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Gateway Arch NP,"29,529","64,253","34,724","486,021","1,145,083","659,062", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Gateway NRA,"392,636","502,820","110,184","8,404,728","9,058,049","653,321", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Gauley River NRA,"4,148","5,825","1,677","109,378","167,329","57,951", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,General Grant NMEM,36,"5,430","5,394","24,475","57,487","33,012", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,George Rogers Clark NHP,"2,023","3,869","1,846","56,108","116,088","59,980", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,George Washington Birthplace NM,"1,432",464,-968,"41,970","101,799","59,829", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,George Washington Carver NM,"1,322","1,009",-313,"26,569","25,838",-731, Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,George Washington MEM PKWY,"394,299","394,299",0,"6,237,361","1,450,459","-4,786,902", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Gettysburg NMP,"18,940","19,355",415,"536,553","687,631","151,078", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Gila Cliff Dwellings NM,"1,733","1,733",0,"31,645","39,463","7,818", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Glacier Bay NP & PRES,171,173,2,"5,748","89,768","84,020", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Glacier NP,"28,196","28,196",0,"1,698,864","3,091,923","1,393,059", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Glen Canyon NRA,"77,131","56,643","-20,488","2,553,392","1,926,558","-626,834", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Golden Gate NRA,"909,099","962,605","53,506","12,400,045","14,182,565","1,782,520", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Golden Spike NHP,"3,534","1,473","-2,061","53,106","52,912",-194, Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Governors Island NM,0,0,0,"102,915","191,257","88,342", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Grand Canyon NP,"245,830","280,593","34,763","2,897,098","4,531,346","1,634,248", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Grand Portage NM,"1,047","1,017",-30,"66,426","83,709","17,283", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Grand Teton NP,"61,416","51,800","-9,616","3,289,638","3,885,230","595,592", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Grant-Kohrs Ranch NHS,650,526,-124,"15,328","24,476","9,148", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Great Basin NP,"1,879","1,657",-222,"120,248","144,876","24,628", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Great Sand Dunes NP & PRES,"9,635","9,335",-300,"461,532","602,614","141,082", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Great Smoky Mountains NP,"777,584","833,071","55,487","12,095,720","14,137,811","2,042,091", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Greenbelt Park,"1,964","1,200",-764,"28,319","23,895","-4,424", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Guadalupe Mountains NP,"17,315","25,668","8,353","151,256","243,291","92,035", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Guilford Courthouse NMP,"11,531","20,749","9,218","186,020","211,689","25,669", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Gulf Islands NS,"230,188","359,867","129,679","4,012,129","5,458,816","1,446,687", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Hagerman Fossil Beds NM,138,159,21,"14,113","8,236","-5,877", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Haleakala NP,"56,382","76,487","20,105","319,147","839,423","520,276", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Hamilton Grange NMEM,950,"2,391","1,441","23,015","29,096","6,081", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Hampton NHS,406,"1,354",948,"8,728","8,942",214, Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Harpers Ferry NHP,"11,383","10,507",-876,"234,473","309,901","75,428", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Harry S Truman NHS,238,407,169,"9,446","12,148","2,702", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Hawaii Volcanoes NP,"93,464","145,609","52,145","589,775","1,265,215","675,440", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Herbert Hoover NHS,"1,706","4,298","2,592","56,270","69,843","13,573", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Home of Franklin D. Roosevelt NHS,"1,980","2,887",907,"40,091","57,198","17,107", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Homestead NHP,"2,042","2,171",129,"40,897","54,113","13,216", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Hopewell Culture NHP,"1,137","1,658",521,"35,710","47,847","12,137", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Hopewell Furnace NHS,"1,732","2,933","1,201","34,288","49,248","14,960", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Horseshoe Bend NMP,"1,260","2,927","1,667","28,600","58,285","29,685", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Hot Springs NP,"76,613","89,668","13,055","1,348,215","2,162,884","814,669", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Hovenweep NM,238,265,27,"19,856","26,712","6,856", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Hubbell Trading Post NHS,0,"2,418","2,418","11,407","21,256","9,849", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Independence NHP,"19,131","112,267","93,136","907,090","1,489,621","582,531", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Indiana Dunes NP,"93,014","102,448","9,434","2,293,106","3,193,294","900,188", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Isle Royale NP,0,0,0,"6,493","25,844","19,351", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,James A. Garfield NHS,629,396,-233,"14,797","20,982","6,185", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Jean Lafitte NHP & PRES,"14,600","16,323","1,723","192,601","248,920","56,319", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Jewel Cave NM,224,203,-21,"35,878","108,650","72,772", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Jimmy Carter NHP,"1,033","2,463","1,430","14,267","27,615","13,348", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,"John D. Rockefeller, Jr. MEM PKWY","4,176","1,431","-2,745","1,373,817","1,603,962","230,145", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,John Day Fossil Beds NM,"2,663","2,135",-528,"88,571","148,946","60,375", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,John F. Kennedy NHS,0,0,0,451,0,-451, Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,John Muir NHS,"2,112","2,098",-14,"33,603","36,904","3,301", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Johnstown Flood NMEM,"4,560","5,894","1,334","87,805","148,654","60,849", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Joshua Tree NP,"268,640","363,411","94,771","2,399,542","3,064,400","664,858", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Kalaupapa NHP,16,10,-6,"15,847","21,896","6,049", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Kaloko Honokohau NHP,"15,010","29,259","14,249","133,877","262,653","128,776", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Katahdin Woods and Waters NM,,,0,,,0, Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Katmai NP & PRES,20,20,0,"51,511","51,451",-60, Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Kenai Fjords NP,47,19,-28,"115,882","411,762","295,880", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Kennesaw Mountain NBP,"117,721","86,584","-31,137","2,356,401","1,800,823","-555,578", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Keweenaw NHP,0,175,175,"2,130","12,457","10,327", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Kings Canyon NP,"8,239","13,617","5,378","415,077","562,919","147,842", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Kings Mountain NMP,"14,695","14,610",-85,"249,477","265,666","16,189", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Klondike Gold Rush NHP Alaska,43,182,139,297,"33,228","32,931", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Klondike Gold Rush NHP Seattle,0,"2,034","2,034","13,003","35,977","22,974", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Knife River Indian Villages NHS,84,67,-17,"5,263","11,225","5,962", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Kobuk Valley NP,"1,611","1,611",0,"11,185","11,540",355, Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Korean War Veterans Memorial,"127,724","181,315","53,591","1,363,714","2,986,751","1,623,037", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Lake Chelan NRA,"1,058","1,008",-50,"30,598","40,511","9,913", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Lake Clark NP & PRES,0,0,0,"4,948","4,289",-659, Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Lake Mead NRA,"502,963","454,126","-48,837","8,016,510","7,781,278","-235,232", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Lake Meredith NRA,"86,540","34,576","-51,964","1,612,784","1,307,769","-305,015", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Lake Roosevelt NRA,"53,923","28,016","-25,907","1,519,403","1,336,629","-182,774", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Lassen Volcanic NP,"13,371","13,371",0,"542,274","366,628","-175,646", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Lava Beds NM,"5,997","3,435","-2,562","111,258","102,459","-8,799", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,LBJ Memorial Grove on the Potomac,"16,875","16,875",0,"211,228","211,228",0, Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Lewis & Clark NHP,"8,567","9,309",742,"161,230","274,230","113,000", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Lincoln Boyhood NMEM,"1,460","1,716",256,"110,692","114,353","3,661", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Lincoln Home NHS,"1,850","3,890","2,040","27,744","89,964","62,220", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Lincoln Memorial,"329,877","468,288","138,411","2,980,075","5,792,331","2,812,256", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Little Bighorn Battlefield NM,"1,750","1,750",0,"97,461","15,004","-82,457", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Little River Canyon NPRES,"35,457","45,140","9,683","802,375","862,609","60,234", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Little Rock Central High School NHS,"4,804","6,661","1,857","68,497","84,839","16,342", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Longfellow House Washington's HQ NHS,930,930,0,"30,014","34,134","4,120", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Lowell NHP,72,72,0,"53,954","48,019","-5,935", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Lyndon B. Johnson NHP,"5,939","5,939",0,"75,322","101,894","26,572", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Maggie L. Walker NHS,43,43,0,"1,849","2,335",486, Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Mammoth Cave NP,"15,188","20,185","4,997","290,392","515,775","225,383", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Manassas NBP,"38,291","30,841","-7,450","558,036","516,604","-41,432", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Manhattan Project NHP,507,"1,794","1,287","11,392","25,563","14,171", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Manzanar NHS,"5,305","5,483",178,"65,289","117,117","51,828", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Marsh-Billings-Rockefeller NHP,"2,000","1,500",-500,"23,538","54,280","30,742", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,"Martin Luther King, Jr. Memorial","81,003","147,797","66,794","1,083,671","2,032,470","948,799", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,"Martin Luther King, Jr. NHP","1,200","4,650","3,450","198,158","28,034","-170,124", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Martin Van Buren NHS,120,350,230,"11,480","9,377","-2,103", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Mary McLeod Bethune Council House NHS,0,0,0,578,0,-578, Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Medgar and Myrlie Evers Home NM,,,0,,,0, Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Mesa Verde NP,"8,950","8,472",-478,"287,477","548,477","261,000", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Minidoka NHS,115,86,-29,"6,747","15,040","8,293", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Minute Man NHP,"59,447","55,977","-3,470","1,083,973","983,201","-100,772", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Minuteman Missile NHS,"13,744","1,122","-12,622","98,908","140,280","41,372", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Mississippi NRRA,"12,014","17,620","5,606","204,707","228,460","23,753", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Missouri NRR,"6,983","7,908",925,"111,602","140,815","29,213", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Mojave NPRES,"52,848","88,855","36,007","608,633","866,635","258,002", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Monocacy NB,"10,456","10,456",0,"155,116","140,021","-15,095", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Montezuma Castle NM,"22,511","26,894","4,383","242,028","418,147","176,119", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Moores Creek NB,"2,292","8,180","5,888","58,786","65,020","6,234", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Morristown NHP,"21,799","19,893","-1,906","262,361","332,036","69,675", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Mount Rainier NP,"42,198","15,453","-26,745","1,160,754","1,670,064","509,310", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Mount Rushmore NMEM,"31,063","37,135","6,072","2,074,986","2,525,868","450,882", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Muir Woods NM,"28,606","54,524","25,918","324,232","664,360","340,128", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Natchez NHP,"4,978","1,245","-3,733","57,646","44,244","-13,402", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Natchez Trace PKWY,"460,121","517,890","57,769","6,124,808","6,401,346","276,538", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,National Capital Parks Central,"36,492","24,319","-12,173","665,650","382,905","-282,745", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,National Capital Parks East,"32,372","56,461","24,089","893,421","1,215,836","322,415", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,National Park of American Samoa,148,569,421,"4,819","8,496","3,677", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Natural Bridges NM,"1,673","1,255",-418,"52,542","73,484","20,942", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Navajo NM,0,"1,184","1,184","3,985","14,834","10,849", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,New Bedford Whaling NHP,40,350,310,"18,243","10,487","-7,756", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,New Orleans Jazz NHP,0,"3,250","3,250","9,640","25,750","16,110", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,New River Gorge NP & PRES,"32,551","46,593","14,042","1,054,374","1,682,720","628,346", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Nez Perce NHP,"18,221","12,716","-5,505","301,473","309,167","7,694", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Nicodemus NHS,20,20,0,262,"4,576","4,314", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Ninety Six NHS,"5,742","3,605","-2,137","95,418","92,978","-2,440", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Niobrara NSR,387,322,-65,"102,766","90,670","-12,096", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
